,Title,Rating,Genres,Studio,Sources,Status,Type,Synopsis,Episodes,Date,Duration,Img_Url
559,"Higurashi no Naku Koro ni Sotsu
Higurashi: When They Cry – SOTSU",7.99," Mystery, Dementia, Horror, Psychological, Supernatural, Thriller", Passione, Visual novel, Currently Airing, TV,Sequel to Higurashi no Naku Koro ni Gou., 15," Jul 1, 2021 to ?", 23 min. per ep.,https://cdn.myanimelist.net/images/anime/1083/115046.jpg
560,"Kanon (2006)
Kanon",7.99," Slice of Life, Supernatural, Drama, Romance", Kyoto Animation, Visual novel, Finished Airing, TV,"As a young child, Aizawa Yuuichi had often visited his cousin in the city; however, something drastic happened to keep him away for seven long years. Now, Yuuichi returns, his memories of those days are simply gone.Settling into the wintry town, Yuuichi comes across several young girls, all of whom are connected to his past. As he befriends them and continues to interact with them, the long forgotten memories from his childhood begin to resurface...[Written by MAL Rewrite]", 24," Oct 6, 2006 to Mar 16, 2007", 24 min. per ep.,https://cdn.myanimelist.net/images/anime/4/56301.jpg
561,Noragami,7.99," Action, Adventure, Comedy, Supernatural, Shounen", Bones, Manga, Finished Airing, TV,"In times of need, if you look in the right place, you just may see a strange telephone number scrawled in red. If you call this number, you will hear a young man introduce himself as the Yato God.Yato is a minor deity and a self-proclaimed ""Delivery God,"" who dreams of having millions of worshippers. Without a single shrine dedicated to his name, however, his goals are far from being realized. He spends his days doing odd jobs for five yen apiece, until his weapon partner becomes fed up with her useless master and deserts him.Just as things seem to be looking grim for the god, his fortune changes when a middle school girl, Hiyori Iki, supposedly saves Yato from a car accident, taking the hit for him. Remarkably, she survives, but the event has caused her soul to become loose and hence able to leave her body. Hiyori demands that Yato return her to normal, but upon learning that he needs a new partner to do so, reluctantly agrees to help him find one. And with Hiyori's help, Yato's luck may finally be turning around.[Written by MAL Rewrite]", 12," Jan 5, 2014 to Mar 23, 2014", 24 min. per ep.,https://cdn.myanimelist.net/images/anime/9/77809.jpg
562,One Piece Film: Strong World Episode 0,7.99," Action, Adventure, Comedy, Fantasy, Shounen, Super Power", Toei Animation, Manga, Finished Airing, OVA,"Set over 20 years prior to the main One Piece story, this limited release OVA chronicles the confrontation between Gold Lion Shiki and Gold Roger as well as other events around the world around the time of the Pirate King's execution.", 1," Apr, 2010", 18 min.,https://cdn.myanimelist.net/images/anime/1172/109469.jpg
563,"Osomatsu-san
Mr. Osomatsu",7.99," Comedy, Parody", Studio Pierrot, Original, Finished Airing, TV,"The majority of the Matsuno household is comprised of six identical siblings: self-centered leader Osomatsu, manly Karamatsu, voice of reason Choromatsu, cynical Ichimatsu, hyperactive Juushimatsu, and lovable Todomatsu. Despite each one of them being over the age of 20, they are incredibly lazy and have absolutely no motivation to get a job, choosing to live as NEETs instead. In the rare occurrence that they try to look for employment and are somehow able to land an interview, their unique personalities generally lead to their swift rejection.From trying to pick up girlfriends to finding the perfect job, the daily activities of the Matsuno brothers are never dull as they go on all sorts of crazy, and often downright bizarre, adventures. Though they desperately search for a way to improve their social standing, it won't be possible if they can't survive the various challenges that come with being sextuplets![Written by MAL Rewrite]", 25," Oct 6, 2015 to Mar 29, 2016", 23 min. per ep.,https://cdn.myanimelist.net/images/anime/7/76540.jpg
564,Phantom: Requiem for the Phantom,7.99," Action, Drama, Seinen, Thriller", Bee Train, Visual novel, Finished Airing, TV,"Mafia is rife in America where assassinations are a regular occurrence on the streets. Inferno, a mysterious company, is behind most of these dealings through the use of their near-invincible human weapon, ""Phantom.""One day, a Japanese tourist accidentally witnesses Phantom's latest murder. Desperate to escape, the tourist hides in a secluded building. However, Phantom, revealed to be a young woman named Ein, and the leader of Inferno ""Scythe Master"" captures the tourist and brainwashes him.Given the name ""Zwei,"" this once peaceful tourist is now a puppet of Inferno with no memories. Drawn into a world of lies, deceit, and violence, Zwei must fight to survive, hopefully to one day regain his memories and escape from this world where he is constantly on the brink of death.[Written by MAL Rewrite]", 26," Apr 3, 2009 to Sep 25, 2009", 24 min. per ep.,https://cdn.myanimelist.net/images/anime/8/22470.jpg
565,"Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen
Samurai X: Reflection",7.99," Historical, Drama, Romance, Samurai, Shounen", Studio Deen, Manga, Finished Airing, OVA,"Kaoru goes to the harbor every day to see if Kenshin has returned. After a while, she starts looking back at her life with Kenshin and all the things that have happened.(Source: ANN)", 2," Dec 19, 2001 to Mar 20, 2002", 42 min. per ep.,https://cdn.myanimelist.net/images/anime/1971/90877.jpg
566,Uma Musume: Pretty Derby (TV) Season 2,7.99," Slice of Life, Comedy, Sports", Studio Kai, Game, Finished Airing, TV,"Within the horse-racing world, the horse girls of Team Spica have been gaining popularity as they continue to rack up victories. The one receiving the most attention in the group is Toukai Teiou, known for her cheerful personality and exceptional running skills. Teiou aims to become an undefeated Triple Crown horse girl by winning all three G1 races consecutively, a feat that has not been accomplished since the legendary Symbolic Rudolf managed to do so many years ago.On her path to obtaining the Triple Crown, Teiou is met with many challenges, encountering both old and new rivals. Amidst her fierce rivalries, however, Teiou is soon confronted with decisions that will leave a huge impact on her very own racing career.[Written by MAL Rewrite]", 13," Jan 5, 2021 to Mar 30, 2021", 23 min. per ep.,https://cdn.myanimelist.net/images/anime/1417/110803.jpg
567,"Nurarihyon no Mago: Sennen Makyou
Nura: Rise of the Yokai Clan - Demon Capital",7.98," Action, Demons, Shounen, Supernatural", Studio Deen, Manga, Finished Airing, TV,"Long before Rikuo Nura was born, the legendary youkai Nurarihyon, leader of a ""Night Parade of One Hundred Demons,"" fell in love with a human woman. Though the two would initially find happiness, a threat from the terrifying fox-demon Hagoromo Gitsune would get in the way of their relationship.In the present, Rikuo has taken his rightful place as the heir to the Nura Clan. While he has accepted his youkai side, he must continue to maintain the secret of youkai, a difficult task when faced with the Keikain onmyouji clan and his youkai-obsessed friend, Kiyotsugu. Even so, Rikuo will do what he must to protect those important to him.The reappearance of the sinister Hagoromo Gitsune marks the start of Rikuo's most fearsome trial yet. The frightening creature bears a personal vendetta against his family and will stop at nothing to see her dream come to fruition. The world stands at a precipice, an all-out war that will drag Rikuo centerstage.[Written by MAL Rewrite]", 24," Jul 3, 2011 to Dec 18, 2011", 23 min. per ep.,https://cdn.myanimelist.net/images/anime/5/77300.jpg
568,"Saint Seiya: The Lost Canvas - Meiou Shinwa
Saint Seiya: The Lost Canvas",7.98," Action, Adventure, Martial Arts, Shounen, Super Power, Supernatural", TMS Entertainment, Manga, Finished Airing, OVA,"A Holy War, from ancient mythology, where the Goddess Athena and Hades have fought against each other while defending the earth repeatedly over the span of 200 years. The story takes place in 18th century Europe, 243 years prior to the original ""Saint Seiya"" Three small children, Tenma, Alone, and Sasha have all shared a very happy childhood together. Tenma who is quite aggressive but upstanding has moved to Sanctuary to become a saint. It is there that he is reunited with Sasha who is the sister of Alone and learns that she is the reincarnation of Goddess Athena. Alone, who is kind, gentle and loves painting was chosen for the body of enemy King Hades. Tenma eventually becomes a saint of Pegasus and engages in a fierce battle with his best friend Alone, the King of Hades. Pegasus Tenma, King Hades, and the Goddess Athena and through the twist of their 3 fates merge together which unfolds a prologue to the original Saint Seiya.(Source: TMS Entertaiment)", 13," Jun 24, 2009 to Apr 21, 2010", 24 min. per ep.,https://cdn.myanimelist.net/images/anime/8/75546.jpg
569,Tekkon Kinkreet,7.98," Action, Adventure, Psychological, Supernatural", Studio 4°C, Manga, Finished Airing, Movie,"The streets of Treasure Town are said to belong to ""The Cats."" They know everything that goes on in the city, and no one can stir up trouble without going through them first. In reality, The Cats are a pair of orphan boys called Black and White, who aren’t afraid of anything or anyone.But their rule of the streets is challenged when the Yakuza come to town and start making changes. The wild Black and the carefree White have no one to rely on but themselves to get their Treasure Town back to the way it was. But their bond is tested as they quickly realize going back to how things were may no longer be an option.[Written by MAL Rewrite]", 1," Dec 23, 2006", 1 hr. 51 min.,https://cdn.myanimelist.net/images/anime/12/8520.jpg
570,Wonder Egg Priority,7.98," Drama, Fantasy, Psychological", CloverWorks, Original, Finished Airing, TV,"Following the suicide of her best and only friend, Koito Nagase, Ai Ooto is left grappling with her new reality. With nothing left to live for, she follows the instructions of a mysterious entity and gets roped into purchasing an egg, or specifically, a Wonder Egg.Upon breaking the egg in a world that materializes during her sleep, Ai is tasked with saving people from the adversities that come their way. In doing so, she believes that she has moved one step closer to saving her best friend. With this dangerous yet tempting opportunity in the palms of her hands, Ai enters a place where she must recognize the relationship between other people's demons and her own.As past trauma, unforgettable regrets, and innate fears hatch in the bizarre world of Wonder Egg Priority, a young girl discovers the different inner struggles tormenting humankind and rescues them from their worst fears.[Written by MAL Rewrite]", 12," Jan 13, 2021 to Mar 31, 2021", 23 min. per ep.,https://cdn.myanimelist.net/images/anime/1079/110751.jpg
571,"Youjo Senki
Saga of Tanya the Evil",7.98," Action, Military, Magic", Nut, Light novel, Finished Airing, TV,"Tanya Degurechaff is a young soldier infamous for predatorial-like ruthlessness and an uncanny, tactical aptitude, earning her the nickname of the ""Devil of the Rhine."" Underneath her innocuous appearance, however, lies the soul of a man who challenged Being X, the self-proclaimed God, to a battle of wits—which resulted in him being reincarnated as a little girl into a world of magical warfare. Hellbent on defiance, Tanya resolves to ascend the ranks of her country's military as it slowly plunges into world war, with only Being X proving to be the strongest obstacle in recreating the peaceful life she once knew. But her perceptive actions and combat initiative have an unintended side effect: propelling the mighty Empire into becoming one of the most powerful nations in mankind's history.[Written by MAL Rewrite]", 12," Jan 6, 2017 to Mar 31, 2017", 24 min. per ep.,https://cdn.myanimelist.net/images/anime/5/82890.jpg
572,Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi,7.98," Adventure, Comedy, Kids, Fantasy, Mecha, Shounen", Shin-Ei Animation, Unknown, Finished Airing, Movie,"Jealous of Suneo's new robot toy, Nobita asks Doraemon to build him an even better one. Doraemon initially refuses, until Nobita accidentally discovers pieces of a mysterious robot that falls from the sky. After gathering all the robot parts and assembled them together, the giant robot, Zanda Claus, is soon completed. The duo soon learn that the robot is not a mere toy, but a powerful weapon in the fight against the coming Robot Army that is going to attack Earth and enslave the human inhabitants of it. An invasion is near, as a mysterious girl Riruru (リルル, Alternative spelling: Lilulu, Lillele [Doko Demo Doa Scanlations]) shows up, looking for the robot.(Source: Wikipedia)", 1," Mar 5, 2011", 1 hr. 48 min.,https://cdn.myanimelist.net/images/anime/7/72436.jpg
573,Haibane Renmei,7.98," Slice of Life, Mystery, Psychological, Drama, Fantasy"," Kadokawa Shoten, Fuji TV, Studio Tulip", Other, Finished Airing, TV,"Born from a cocoon in the village of Old Home, a young Haibane—a being with a halo and small gray wings—awakens to a world she does not understand without memories of her past. Named Rakka for the dream of falling she had while inside the cocoon, she soon becomes accustomed to life in the strange town. However, there are strict rules for the Haibane, such as being forbidden to leave the village or go near the walls surrounding it. These, along with mysterious disappearances of their kind on their ""Day of Flight,"" begin to unsettle Rakka and the others since they know almost nothing about their own kind.Haibane Renmei tells not only Rakka's story but also of those around her, as they live their lives with no memories of the past while trying to break free from their former pain and ultimately find salvation.[Written by MAL Rewrite]", 13," Oct 10, 2002 to Dec 19, 2002", 24 min. per ep.,https://cdn.myanimelist.net/images/anime/9/13134.jpg
574,"Hokuto no Ken
Fist of the North Star",7.98," Action, Drama, Martial Arts, Sci-Fi, Shounen", Toei Animation, Manga, Finished Airing, TV,"In the year 19XX, after being betrayed and left for dead, bravehearted warrior Kenshirou wanders a post-apocalyptic wasteland on a quest to track down his rival, Shin, who has kidnapped his beloved fiancée Yuria. During his journey, Kenshirou makes use of his deadly fighting form, Hokuto Shinken, to defend the helpless from bloodthirsty ravagers. It isn't long before his exploits begin to attract the attention of greater enemies, like warlords and rival martial artists, and Keshirou finds himself involved with more than he originally bargained for.Faced with ever-increasing odds, the successor of Hokuto Shinken is forced to put his skills to the test in an effort to take back what he cares for most. And as these new challenges present themselves and the battle against injustice intensifies, namely his conflict with Shin and the rest of the Nanto Seiken school of martial arts, Kenshirou is gradually transformed into the savior of an irradiated and violent world.[Written by MAL Rewrite]", 109," Oct 4, 1984 to Mar 5, 1987", 25 min. per ep.,https://cdn.myanimelist.net/images/anime/8/18502.jpg
575,Hyouge Mono,7.98," Historical, Samurai, Seinen", Bee Train, Manga, Finished Airing, TV,"The story is set during Japan's Sengoku Jidai (Era of the Warring States) and centers on Furuta Sasuke, a vassal of the great warlord Oda Nobunaga and a man obsessed with tea ceremony and material desires in his pursuit of a fortuitous life. Having learned from Oda and the legendary tea master Sen no Soueki, Furuta walks the way of the Hyouge Mono.(Source: ANN)", 39," Apr 7, 2011 to Jan 26, 2012", 25 min. per ep.,https://cdn.myanimelist.net/images/anime/3/77282.jpg
576,"JoJo no Kimyou na Bouken (TV)
JoJo's Bizarre Adventure",7.98," Action, Adventure, Supernatural, Vampire, Shounen", David Production, Manga, Finished Airing, TV,"In 1868, Dario Brando saves the life of an English nobleman, George Joestar. By taking in Dario's son Dio when the boy becomes fatherless, George hopes to repay the debt he owes to his savior. However Dio, unsatisfied with his station in life, aspires to seize the Joestar house for his own. Wielding an Aztec stone mask with supernatural properties, he sets out to destroy George and his son, Jonathan ""JoJo"" Joestar, and triggers a chain of events that will continue to echo through the years to come.Half a century later, in New York City, Jonathan's grandson Joseph Joestar discovers the legacy his grandfather left for him. When an archeological dig unearths the truth behind the stone mask, he realizes that he is the only one who can defeat the Pillar Men, mystical beings of immeasurable power who inadvertently began everything.Adapted from the first two arcs of Hirohiko Araki's outlandish manga series, JoJo no Kimyou na Bouken follows the many thrilling expeditions of JoJo and his descendants. Whether it's facing off with the evil Dio, or combatting the sinister Pillar Men, there's always plenty of bizarre adventures in store.[Written by MAL Rewrite]", 26," Oct 6, 2012 to Apr 6, 2013", 24 min. per ep.,https://cdn.myanimelist.net/images/anime/3/40409.jpg
577,"Kokoro Connect: Michi Random
Kokoro Connect OVA",7.98," Comedy, Drama, Romance, School, Slice of Life, Supernatural", SILVER LINK., Light novel, Finished Airing, Special,"Not long after putting the previous supernatural incident behind them, the members of Yamaboshi Academy's Student Cultural Society (StuCS) must deal with Fuusenkazura's newest trial—emotion transmission. This phenomenon allows the club members to hear each others' true thoughts, but with one catch: the timing, sender, and recipient are all completely random. To make matters worse, the club's supervisor, Ryuuzen Gotou, may have to step down due to his responsibilities for the upcoming school year. With emotions running high and Valentine's Day around the corner, the seemingly close bonds of the StuCS will be tested when their true feelings for each other are laid bare.[Written by MAL Rewrite]", 4," Nov 19, 2012 to Dec 10, 2012", 27 min. per ep.,https://cdn.myanimelist.net/images/anime/10/45526.jpg
578,"Kotonoha no Niwa
The Garden of Words",7.98," Slice of Life, Psychological, Drama, Romance"," The Answer Studio, TOHO animation", Original, Finished Airing, Movie,"On a rainy morning in Tokyo, Takao Akizuki, an aspiring shoemaker, decides to skip class to sketch designs in a beautiful garden. This is where he meets Yukari Yukino, a beautiful yet mysterious woman, for the very first time. Offering to make her new shoes, Takao continues to meet with Yukari throughout the rainy season, and without even realizing it, the two are able to alleviate the worries hidden in their hearts just by being with each other. However, their personal struggles have not disappeared completely, and as the end of the rainy season approaches, their relationship will be put to the test.[Written by MAL Rewrite]", 1," May 31, 2013", 46 min.,https://cdn.myanimelist.net/images/anime/8/79676.jpg
579,"Mahou Shoujo Lyrical Nanoha A's
Magical Girl Lyrical Nanoha A's",7.98," Action, Comedy, Drama, Magic, Super Power", Seven Arcs, Original, Finished Airing, TV,"After solving the incident of the scattered Jewel Seeds, Nanoha Takamachi happily returns to her everyday life, though now with added magic practice in the morning. Exchanging video messages with Fate Testarossa and the crew of the Arthra, Nanoha eagerly awaits the chance to speak with them in person again. But while studying in her room one day, Raising Heart suddenly calls out to Nanoha and warns her of an incoming attack!The attacker is a young girl named Vita, who calls herself a Belka Knight. She proves her strength by using an intelligent device with a mysterious cartridge system to quickly overwhelm Nanoha. Luckily, the Space-Time Administration Bureau is able to step in before she is completely crushed. Vita and her fellow knights Shamal, Signum, and Zafila are on a mission to steal magical power from mages in order to complete the Book of Darkness, one of the Lost Logia. For what sinister purpose are the knights after this Book of Darkness?[Written by MAL Rewrite]", 13," Oct 2, 2005 to Dec 25, 2005", 25 min. per ep.,https://cdn.myanimelist.net/images/anime/4/6767.jpg
580,Mobile Suit Gundam: Hathaway's Flash,7.98," Action, Military, Sci-Fi, Space, Drama, Mecha", Sunrise, Novel, Finished Airing, Movie,"—Do you know the Nejen?
If you know it, then I'll take you there—The year is U.C. 0105. Twelve years have passed since the end of the second Neo Zeon War (Char's Rebellion). Even after ""the Axis Shock,"" which seemed to indicate the future of humanity and the Universal Century, the world is still in a chaotic situation where intermittent military conflicts continue to break out. The Earth Federation government is more corrupt than ever, and its leadership has not only accelerated Earth's pollution, but also implemented an inhuman ""Man Hunting"" policy in which civilians are forcibly exiled to outer space.The anti-Federation government organization ""Mafty,"" led by someone called ""Mafty Navue Erin,"" has taken a stand against the corruption of the Earth Sphere. Mafty carries out fierce acts of terrorism, assassinating high officials of the Federation government one after another, but it gains a certain level of support from the populace who are growing more opposed to the Federation government.The person who calls himself ""Mafty"" and leads this organization is Hathaway Noa, the son of Bright Noa, an officer of the Earth Federation Forces who once participated in the One Year War. Hathaway himself joined the forces trying to stop Char’s Rebellion. With firsthand knowledge of the ideals and ideologies of Amuro Ray and Char Aznable, he has become a warrior following in their footsteps, and plans to clear a path forward through armed resistance. His destiny, however, is drastically altered as he encounters the Federation Forces officer Kenneth Sleg and a mysterious young beauty named Gigi Andalucia.(Source: Gundam.info)", 1," Jun 11, 2021", 1 hr. 35 min.,https://cdn.myanimelist.net/images/anime/1195/115685.jpg
581,"Azumanga Daioh
Azumanga Daioh: The Animation",7.97," Slice of Life, Comedy, School", J.C.Staff, 4-koma manga, Finished Airing, TV,"Chiyo Mihama begins her high school career as one of the strangest students in her freshman class—a tiny, 10-year-old academic prodigy with a fondness for plush dolls and homemade cooking. But her homeroom teacher, Yukari Tanizaki, is the kind of person who would hijack a student's bike to avoid being late, so ""strange"" is a relative word.There certainly isn't a shortage of peculiar girls in Yukari-sensei's homeroom class. Accompanying Chiyo are students like Tomo Takino, an energetic tomboy with more enthusiasm than brains; Koyomi Mizuhara, Tomo's best friend whose temper has a fuse shorter than Chiyo; and Sakaki, a tall, athletic beauty whose intimidating looks hide a gentle personality and a painful obsession with cats. In addition, transfer student Ayumu Kasuga, a girl with her head stuck in the clouds, fits right in with the rest of the girls—and she has a few interesting theories about Chiyo's pigtails!Together, this lovable group of girls experience the ups and downs of school life, their many adventures filled with constant laughter, surreal absurdity, and occasionally even touching commentary on the bittersweet, temporal nature of high school.[Written by MAL Rewrite]", 26," Apr 9, 2002 to Oct 1, 2002", 24 min. per ep.,https://cdn.myanimelist.net/images/anime/1/66.jpg
582,"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen
Clannad: Another World, Tomoyo Chapter",7.97," Drama, Romance, School, Slice of Life", Kyoto Animation, Visual novel, Finished Airing, Special,"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen is set in an alternate reality where Tomoya Okazaki dates his junior, Tomoyo Sakagami.Tomoyo has been elected to be the school's next Student Council President. This is great news as she can now work toward her goal of preventing the school's cherry blossom trees from being axed. Although Tomoya is ecstatic for her, given his reputation as a delinquent in school, his relationship with Tomoyo is making them the subject of gossip around the campus, which can potentially compromise her standing as Student Council President. The school community's disapproval of their relationship becomes more apparent when the Student Council's Vice-President and even the school's administration warn Tomoya to distance himself from Tomoyo.With the bad atmosphere widening the rift between Tomoya and Tomoyo, will Tomoya succumb to societal pressure and do as they say, or will their love for each other rise above it all?[Written by MAL Rewrite]", 1," Jul 16, 2008", 25 min.,https://cdn.myanimelist.net/images/anime/12/19620.jpg
583,Dragon Ball,7.97," Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power", Toei Animation, Manga, Finished Airing, TV,"Gokuu Son is a young boy who lives in the woods all alone—that is, until a girl named Bulma runs into him in her search for a set of magical objects called the ""Dragon Balls."" Since the artifacts are said to grant one wish to whoever collects all seven, Bulma hopes to gather them and wish for a perfect boyfriend. Gokuu happens to be in possession of a dragon ball, but unfortunately for Bulma, he refuses to part ways with it, so she makes him a deal: he can tag along on her journey if he lets her borrow the dragon ball's power. With that, the two set off on the journey of a lifetime.They don't go on the journey alone. On the way, they meet the old Muten-Roshi and wannabe disciple Kuririn, with whom Gokuu trains to become a stronger martial artist for the upcoming World Martial Arts Tournament. However, it's not all fun and games; the ability to make any wish come true is a powerful one, and there are others who would do much worse than just wishing for a boyfriend. To stop those who would try to abuse the legendary power, they train to become stronger fighters, using their newfound strength to help the people around them along the way.[Written by MAL Rewrite]", 153," Feb 26, 1986 to Apr 12, 1989", 24 min. per ep.,https://cdn.myanimelist.net/images/anime/1887/92364.jpg
584,"Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai
Fate/kaleid liner Prisma Illya: Vow in the Snow",7.97," Action, Fantasy, Magic", SILVER LINK., Manga, Finished Airing, Movie,"After succumbing to an unenviable fate, Kiritsugu Emiya has left Shirou Emiya the duty to save mankind in his place. The world is dying and time is ticking, but when the salvation Shirou seeks is at the cost of his only family left—his younger sister—will he still have the heart to pursue this duty?Shirou is now pressed with the choice to continue being a hero of justice—or become the very evil his ideal has vowed to vanquish. The orphan is alone once again, yet his body is still made of swords. The Fifth Holy Grail War now begins with his oath under snow.[Written by MAL Rewrite]", 1," Aug 26, 2017", 1 hr. 29 min.,https://cdn.myanimelist.net/images/anime/1996/93042.jpg
585,Ginga Eiyuu Densetsu: Die Neue These - Seiran 1,7.97," Action, Drama, Military, Sci-Fi, Space", Production I.G, Novel, Finished Airing, Movie,"The Free Planets Alliance's invasion of the Galactic Empire has failed after supply mismanagement led to heavy losses. Unwilling to abort the expedition despite being greatly outnumbered, Fleet Admiral Lazar Lobos orders the remaining Alliance fleets to gather in the Amritsar Starzone for a final stand against the incoming counterattack.Strategic genius Fleet Admiral Reinhard von Lohengramm leads the Imperial forces into this decisive battle with an overwhelming advantage. However, his rival, tactical magician Vice Admiral Yang Wen-li of the Alliance, once again makes up for the incompetence of his superiors and stages a narrow escape for himself and his fellow soldiers. Though both Reinhard and Yang are displeased with the outcome—the former for his imperfect victory and the latter for the tremendous casualties—their attention must turn to the bubbling political unrest on both sides of the galaxy.[Written by MAL Rewrite]", 4," Sep 27, 2019", 25 min. per ep.,https://cdn.myanimelist.net/images/anime/1772/102667.jpg
586,Hanamonogatari,7.97," Mystery, Comedy, Supernatural", Shaft, Light novel, Finished Airing, TV,"Now that Koyomi Araragi and Hitagi Senjougahara have graduated, very few familiar faces remain at Naoetsu Private High School, one of them being Kanbaru Suruga, holder of the Monkey's Paw. When she begins to hear talk of a mysterious being known as the ""Devil,"" who will magically solve any problem, she immediately thinks these rumors are about her and decides to investigate.She discovers the Devil is actually Rouka Numachi, a former rival from junior high who is providing free advice to those who seek her out now that she is no longer able to play basketball due to a leg injury. Acting as a collector of misfortune, she enjoys relieving the stress of her clients by providing them with the false hope of having their problems solved. Although Kanbaru sees no real harm being done, she reprimands Rouka for lying and heads home, relieved she is not the cause of the rumors. But when she finds that her left hand has reverted back to its human form, she may have a reason to worry after all...[Written by MAL Rewrite]", 5," Aug 16, 2014", 25 min. per ep.,https://cdn.myanimelist.net/images/anime/13/65755.jpg
587,Hikaru no Go: Hokuto Hai e no Michi,7.97," Game, Shounen", Studio Pierrot, Manga, Finished Airing, Special,"Hikaru is given a phone call asking him to appear in the Japan/China/Korea Junior's Tournament but he finds out he will have to take place in a preliminary tournament to choose Japan's three contestants. Upon discussing this with Akira, he discovers that Akira has already been chosen for the tournament and will not be taking place in the preliminaries. Hikaru then decides not to visit Akira's Go Salon until he takes his place on the team with Akira. That may be tougher than originally planned, as not only does Hikaru have to battle with old friends for one of two coveted spots, but he may have a new challenger, in a promising player from the Kansai Go Institute.(Source: ANN)", 1," Jan 3, 2004", 1 hr. 17 min.,https://cdn.myanimelist.net/images/anime/12/78453.jpg
588,Kindaichi Shounen no Jikenbo,7.97," Mystery, Shounen", Toei Animation, Manga, Finished Airing, TV,"Hajime Kindaichi's unorganized appearance and lax nature may give the impression of an average high school student, but a book should never be judged by its cover. Hajime is the grandson of the man who was once Japan's greatest detective, and he is also a remarkable sleuth himself.With the help of his best friend, Miyuki Nanase, and the peculiar inspector Isamu Kenmochi, Hajime travels to remote islands, ominous towns, abysmal seas, and other hostile environments. His life's mission is to uncover the truth behind some of the most cunning, grueling, and disturbing mysteries the world has ever faced.[Written by MAL Rewrite]", 148," Apr 7, 1997 to Sep 11, 2000", 24 min. per ep.,https://cdn.myanimelist.net/images/anime/10/3741.jpg
589,Kobato.,7.97," Comedy, Drama, Fantasy, Romance", Madhouse, Manga, Finished Airing, TV,"The friendly and sincere Kobato Hanato has a wish to go to a particular place no matter what. To fulfill this desire, she is tasked with helping people in their times of distress. For each mended broken heart, a small candy-like fragment is produced and fills a special bottle. Once the bottle is full, her wish will be granted.As Kobato carries out her mission alongside her stuffed toy companion, Ioryogi, she encounters various people troubled by their different situations. From a child struggling with his parents, a high school girl troubled about romance, and everything in between, Kobato's naturally sweet smile and outgoing personality are ready to brighten their day![Written by MAL Rewrite]", 24," Oct 6, 2009 to Mar 23, 2010", 24 min. per ep.,https://cdn.myanimelist.net/images/anime/8/79838.jpg
590,Log Horizon,7.97," Action, Game, Adventure, Magic, Fantasy", Satelight, Light novel, Finished Airing, TV,"In the blink of an eye, thirty thousand bewildered Japanese gamers are whisked from their everyday lives into the world of the popular MMORPG, Elder Tale, after the game's latest update—unable to log out. Among them is the socially awkward college student Shiroe, whose confusion and shock lasts only a moment as, a veteran of the game, he immediately sets out to explore the limits of his new reality.Shiroe must learn to live in this new world, leading others and negotiating with the NPC ""natives"" in order to bring stability to the virtual city of Akihabara. He is joined by his unfortunate friend Naotsugu, having logged in for the first time in years only to find himself trapped, and Akatsuki, a petite but fierce assassin who labels Shiroe as her master. A tale of fantasy, adventure, and politics, Log Horizon explores the elements of gaming through the eyes of a master strategist who attempts to make the best of a puzzling situation.[Written by MAL Rewrite]", 25," Oct 5, 2013 to Mar 22, 2014", 25 min. per ep.,https://cdn.myanimelist.net/images/anime/5/84004.jpg
591,"Mawaru Penguindrum
Penguindrum",7.97," Mystery, Comedy, Dementia, Psychological, Drama", Brain's Base, Original, Finished Airing, TV,"For the Takakura family, destiny is an ever-spinning wheel, pointing passionately in their direction with equal tides of joy and sorrow before ticking on to the next wishmaker. With their parents gone, twin brothers Kanba and Shouma live alone with their beloved little sister Himari, whose poor health cannot decline any further.On the day Himari is given permission to temporarily leave the hospital, her brothers take her out to the aquarium to celebrate, where the family's supposed fate is brought forth with her sudden collapse. However, when Himari is inexplicably revived by a penguin hat from the aquarium's souvenir shop, the hand of fate continues to tick faithfully forward.With her miraculous recovery, though, comes a cost: there is a new entity within her body, whose condition for keeping her fate at bay sends the boys on a wild goose chase for the mysterious ""Penguin Drum."" In their search, the boys will have to follow the threads of fate leading from their own shocking past and into the lives of other wishmakers vying for the Penguin Drum, all hoping to land upon their chosen destiny.[Written by MAL Rewrite]", 24," Jul 8, 2011 to Dec 23, 2011", 24 min. per ep.,https://cdn.myanimelist.net/images/anime/5/30238.jpg
